ID Proof,Location,Division,Department,Visitor Name,Visitor Mobile,Access Card,Visitor Company,To Meet,Remarks,Time In,Time Out,Visit Duration,Logged Out,Host Log,Pass ID,Auth By,Questions,Type of Visitor,Assets
2.90E+11,Mumbai,,OCH,Upton Colledge,9171701495,T-670/P,Wikizz,Heddi Ballinghall,,02 Nov 2022 07:26AM,,,,,SEBI/78890219/29,,"Laptop Sr. No. :,Place of Meeting: 3SD FLR",Vendor,NA
5.09E+11,Mumbai,Corporate,OCH,Celestia Grindlay,2777771917,Z-698/P,Yamia,Fredra Livens,BY MAIL,03 Sep 2022 12:07PM,,,,,SEBI/31488674/05,,"Laptop Sr. No. :,Place of Meeting: 6YG FLR",,NA
7.77E+11,Mumbai,Corporate,GSD,Monica Ernshaw,5947950091,Z-556/P,Skynoodle,Daisy Coey,AS PER NID,04 Oct 2022 10:20PM,,,,,SEBI/17305242/45,,"Laptop Sr. No. :,Place of Meeting: 5JT FLR",,NA
9.66E+11,Mumbai,Corporate,GSD,Margarita Cone,6926479051,K-094/P,Trudoo,Tony Cragell,BY CALL,19 Oct 2022 11:45AM,,,,,SEBI/10172042/53,,"Laptop Sr. No. :,Place of Meeting: 0BF FLR",Vendor,NA
6.50E+11,Mumbai,Corporate,ISD1,Randene Saulter,6465926718,P-027/P,Bubblebox,Krishna Chidgey,AS PER NID,25 Sep 2022 07:39PM,,,Manually,,SEBI/17846314/60,,"Laptop Sr. No. :,Place of Meeting: 1YG FLR",Visitor,NA
6.66E+11,Mumbai,Corporate,MIRSD,Royall Ducker,2391734165,K-669/P,Browsebug,Carlita Beine,BY MAIL,10 Oct 2022 11:47AM,22/05/22 19:34,,,,SEBI/14781897/61,,"Laptop Sr. No. :,Place of Meeting: 6JH FLR",Visitor,NA
7.78E+11,Mumbai,Corporate,OCH,Janeczka Sheber,6078800640,K-443/P,Jabbersphere,Ivie Swatland,BY CALL,01 Nov 2022 12:32AM,25/11/21 06:15,,,,SEBI/45414277/55,,"Laptop Sr. No. :,Place of Meeting: 6PR FLR",Visitor,NA
7.06E+11,Mumbai,,IVD,Joane Ring,5275881385,F-712/P,Rhynoodle,Cele Delmonti,,10 Oct 2022 04:20PM,28/03/22 23:51,,Manually,,SEBI/70055763/10,,"Laptop Sr. No. :,Place of Meeting: 5AG FLR",Vendor,NA
7.31E+11,Mumbai,Corporate,PNS,Regen Fawloe,1386942002,U-721/P,Demimbu,Feliks Giacovetti,BY CALL,04 Oct 2022 09:04AM,,,,,SEBI/63577322/43,,"Laptop Sr. No. :,Place of Meeting: 7VJ FLR",Vendor,NA
1.37E+11,Mumbai,Corporate,IVD,Celinda Lehenmann,3739229000,M-243/P,Twimm,Basilio Marke,BY CALL,02 Oct 2022 04:49AM,,,,,SEBI/92491742/07,,"Laptop Sr. No. :,Place of Meeting: 8BU FLR",Visitor,NA
7.53E+11,Mumbai,Corporate,ISD1,Avis Rex,7362921663,V-456/P,Yata,Kimball Pinching,BY CALL,27 Sep 2022 01:43PM,,,,,SEBI/01160973/85,,"Laptop Sr. No. :,Place of Meeting: 3QL FLR",Visitor,NA
4.12E+11,Mumbai,Corporate,CFD,Wallis Tchir,3451672274,I-324/P,Fivechat,Kiri McKeran,BY MAIL,10 Sep 2022 07:43AM,18/12/22 17:00,,Manually,,SEBI/39686312/84,,"Laptop Sr. No. :,Place of Meeting: 2BQ FLR",,NA
9.13E+11,Mumbai,Corporate,MIRSD,Ethelyn Murgatroyd,1216144819,B-740/P,Vinder,Adolphe Rentilll,AS PER NID,10 Oct 2022 05:03AM,,,,,SEBI/80386120/03,,"Laptop Sr. No. :,Place of Meeting: 1YU FLR",,NA
1.83E+11,Mumbai,Corporate,OCH,Jamison Casford,7137882877,P-610/P,Tanoodle,Morty Boscher,BY CALL,22 Oct 2022 08:20PM,,,,,SEBI/32724103/14,,"Laptop Sr. No. :,Place of Meeting: 3FC FLR",Visitor,NA
5.28E+11,Mumbai,Corporate,FMD,Raoul Fielden,3872408103,P-497/P,Innotype,Cecilius Easun,BY MAIL,01 Nov 2022 06:56AM,,,,,SEBI/42458230/53,,"Laptop Sr. No. :,Place of Meeting: 3DU FLR",Visitor,NA
4.10E+11,Mumbai,Corporate,MIRSD,Abbe Jemmett,4083719702,H-405/P,Innotype,Greta Allix,AS PER NID,24 Oct 2022 09:10AM,,,,,SEBI/29349991/56,,"Laptop Sr. No. :,Place of Meeting: 5BL FLR",Visitor,NA
8.63E+11,Mumbai,,OCH,Dante Paxforde,3716300802,Z-847/P,Eare,Peder Faux,,10 Sep 2022 10:10AM,,,,,SEBI/15440071/27,,"Laptop Sr. No. :,Place of Meeting: 9XE FLR",,NA
2.15E+11,Mumbai,,GSD,Florence Bridgeland,5061218571,O-684/P,Topiczoom,Chan Shipcott,,24 Sep 2022 07:51PM,,,,,SEBI/50002324/51,,"Laptop Sr. No. :,Place of Meeting: 3NR FLR",,NA
3.69E+11,Mumbai,Corporate,PNS,Welbie Bazoge,8031456155,S-214/P,Mycat,Lynn Sleit,AS PER NID,05 Oct 2022 08:36AM,,,,,SEBI/79037296/78,,"Laptop Sr. No. :,Place of Meeting: 1PF FLR",Vendor,NA
9.30E+11,Mumbai,,IVD,Beck Dyster,7077878350,M-688/P,Skilith,Dorine Hubbins,,18 Sep 2022 07:40PM,08/11/22 04:08,,,,SEBI/38579444/52,,"Laptop Sr. No. :,Place of Meeting: 3WJ FLR",Visitor,NA
9.41E+11,Mumbai,Corporate,MIRSD,Erica Backshaw,6572700251,B-643/P,Meevee,Brody Curcher,BY MAIL,15 Oct 2022 11:11AM,,,,,SEBI/92339473/64,,"Laptop Sr. No. :,Place of Meeting: 5KL FLR",Visitor,NA
5.95E+11,Mumbai,Corporate,LIB,Alexia Brittoner,8923292042,N-225/P,Photojam,Charissa Poser,AS PER NID,15 Sep 2022 03:08AM,,,,,SEBI/79504890/04,,"Laptop Sr. No. :,Place of Meeting: 9TP FLR",,NA
9.77E+11,Mumbai,Corporate,MIRSD,Della Blackbrough,4305811526,M-479/P,Skaboo,Warren Bronot,BY CALL,18 Sep 2022 03:52AM,,,,,SEBI/73171945/26,,"Laptop Sr. No. :,Place of Meeting: 9KI FLR",Vendor,NA
9.11E+11,Mumbai,Corporate,CFD,Eugenius Golland,3271740421,H-166/P,Devcast,Fairfax Souten,AS PER NID,05 Oct 2022 06:41PM,08/03/22 12:10,,Manually,,SEBI/57983006/73,,"Laptop Sr. No. :,Place of Meeting: 3RO FLR",,NA
5.47E+11,Mumbai,Corporate,LIB,Con Tilford,8757882573,R-607/P,Mynte,Alicea Raithmill,BY CALL,20 Sep 2022 11:23PM,,,,,SEBI/27269087/11,,"Laptop Sr. No. :,Place of Meeting: 3HQ FLR",Vendor,NA
6.88E+11,Mumbai,,FMD,Kain Cluitt,3016233789,K-726/P,Eimbee,Olympe Bussy,,28 Oct 2022 10:37AM,06/08/22 22:50,,,,SEBI/37685099/72,,"Laptop Sr. No. :,Place of Meeting: 7SF FLR",Visitor,NA
6.46E+11,Mumbai,Corporate,OCH,Ursa Quin,7969088533,B-364/P,Tagchat,Isiahi Batting,AS PER NID,14 Sep 2022 06:38PM,,,,,SEBI/99416482/58,,"Laptop Sr. No. :,Place of Meeting: 7XZ FLR",Visitor,NA
4.29E+11,Mumbai,Corporate,LIB,Royal Maidlow,6915399457,T-293/P,Bubbletube,Joey Alcalde,AS PER NID,21 Oct 2022 12:27AM,,,Manually,,SEBI/11273102/29,,"Laptop Sr. No. :,Place of Meeting: 9EN FLR",Visitor,NA
3.06E+11,Mumbai,Corporate,OCH,Marinna Geoghegan,2238242030,T-342/P,Jabberstorm,Juana Schruyers,AS PER NID,27 Oct 2022 01:54PM,,,,,SEBI/23980940/76,,"Laptop Sr. No. :,Place of Meeting: 2AB FLR",Visitor,NA
7.54E+11,Mumbai,Corporate,FMD,Maridel Cowan,1169365752,K-338/P,Devpulse,Zeb Maltman,AS PER NID,24 Oct 2022 06:58PM,,,,,SEBI/13135694/38,,"Laptop Sr. No. :,Place of Meeting: 5RH FLR",Vendor,NA
8.67E+11,Mumbai,Corporate,ISD1,Robinet Dissman,9371056381,H-922/P,Bubbletube,Clim Gaiter,BY CALL,03 Oct 2022 03:38AM,,,Manually,,SEBI/72617037/26,,"Laptop Sr. No. :,Place of Meeting: 1BW FLR",,NA
5.07E+11,Mumbai,Corporate,IDT,Stoddard Dietz,1947642672,T-441/P,Twitterbeat,Errol Limb,BY MAIL,14 Oct 2022 07:39PM,08/07/22 06:32,,,,SEBI/01176503/08,,"Laptop Sr. No. :,Place of Meeting: 8MY FLR",Vendor,NA
9.26E+11,Mumbai,Corporate,GSD,Shelly Edscer,9708347574,J-849/P,Mita,Leta Kopelman,BY MAIL,24 Oct 2022 09:45AM,15/04/22 20:25,,,,SEBI/33084384/97,,"Laptop Sr. No. :,Place of Meeting: 8OW FLR",,NA
9.86E+11,Mumbai,Corporate,LIB,Deanna Chazotte,6233820024,O-383/P,Janyx,Jessey Plante,AS PER NID,06 Oct 2022 05:27PM,,,Manually,,SEBI/51068766/90,,"Laptop Sr. No. :,Place of Meeting: 0CT FLR",,NA
2.87E+11,Mumbai,Corporate,IDT,Grant Vose,6755355943,X-201/P,Janyx,Pen Jacson,AS PER NID,14 Sep 2022 01:31PM,,,,,SEBI/61253789/71,,"Laptop Sr. No. :,Place of Meeting: 9IW FLR",,NA
4.20E+11,Mumbai,Corporate,FMD,Ayn Blakeley,2553420327,K-417/P,Bubbletube,Florri Burchfield,BY MAIL,26 Sep 2022 08:37PM,,,,,SEBI/30315553/57,,"Laptop Sr. No. :,Place of Meeting: 8KS FLR",Vendor,NA
1.94E+11,Mumbai,Corporate,LIB,Eldin Ireson,9687904417,F-534/P,Photobean,Livy Jakov,BY MAIL,25 Oct 2022 10:55AM,,,,,SEBI/76734547/73,,"Laptop Sr. No. :,Place of Meeting: 0VF FLR",Vendor,NA
3.26E+11,Mumbai,,FMD,Gianna Shewry,6351908030,N-500/P,Livepath,Denna Robers,,21 Sep 2022 11:47AM,,,,,SEBI/08875395/40,,"Laptop Sr. No. :,Place of Meeting: 3QE FLR",Visitor,NA
9.18E+11,Mumbai,Corporate,FMD,Chandra Mattsson,7277840306,B-976/P,Cogidoo,Isaiah De la Eglise,BY MAIL,01 Nov 2022 06:53AM,,,,,SEBI/93023529/64,,"Laptop Sr. No. :,Place of Meeting: 6CT FLR",,NA
5.55E+11,Mumbai,Corporate,IVD,Shem Hallawell,4156589655,B-227/P,Trudeo,Joseph Colchett,BY CALL,30 Sep 2022 05:13PM,,,,,SEBI/36499867/52,,"Laptop Sr. No. :,Place of Meeting: 4CD FLR",,NA
5.19E+11,Mumbai,Corporate,OCH,Babara Vink,6228503708,D-414/P,Feedbug,Vasily Footitt,BY CALL,25 Oct 2022 05:56AM,28/11/21 04:27,,,,SEBI/88225232/03,,"Laptop Sr. No. :,Place of Meeting: 0VZ FLR",,NA
8.58E+11,Mumbai,Corporate,IVD,Annie Sein,8853131998,Z-725/P,Camido,Jaclyn Tavner,BY MAIL,30 Oct 2022 12:48AM,10/12/21 04:17,,,,SEBI/16004661/72,,"Laptop Sr. No. :,Place of Meeting: 6XZ FLR",Visitor,NA
7.30E+11,Mumbai,Corporate,IDT,Wendel MacMeanma,1403475311,G-906/P,Tekfly,Darwin Constantine,BY MAIL,09 Oct 2022 10:57PM,,,,,SEBI/74402831/00,,"Laptop Sr. No. :,Place of Meeting: 7PE FLR",Vendor,NA
9.21E+11,Mumbai,Corporate,CFD,Emelina Billion,2084288711,N-647/P,Brightdog,Lydon Wressell,AS PER NID,11 Sep 2022 06:02PM,,,Manually,,SEBI/81355587/77,,"Laptop Sr. No. :,Place of Meeting: 7JV FLR",,NA
2.62E+11,Mumbai,Corporate,OCH,Ricardo Attew,6033917961,E-543/P,Yata,Cristi Whitehorn,BY CALL,10 Oct 2022 01:54AM,23/02/22 12:43,,,,SEBI/13430953/03,,"Laptop Sr. No. :,Place of Meeting: 0BI FLR",Vendor,NA
2.39E+11,Mumbai,Corporate,OCH,Norine Sebley,8907048088,A-350/P,Devify,Cristi Mabbot,BY MAIL,28 Oct 2022 09:27AM,,,Manually,,SEBI/50623942/36,,"Laptop Sr. No. :,Place of Meeting: 6CF FLR",Visitor,NA
9.89E+11,Mumbai,,LIB,Ric Yackiminie,6778643649,D-257/P,Meejo,Urban Sand,,09 Oct 2022 06:09AM,,,Manually,,SEBI/75679037/43,,"Laptop Sr. No. :,Place of Meeting: 0BY FLR",Visitor,NA
5.11E+11,Mumbai,Corporate,LIB,Benton Cicculini,4925601908,L-644/P,Jaxspan,Xerxes Denington,AS PER NID,07 Oct 2022 06:18PM,04/07/22 14:20,,,,SEBI/48657171/24,,"Laptop Sr. No. :,Place of Meeting: 7JY FLR",,NA
3.63E+11,Mumbai,Corporate,PNS,Nestor Solland,9978309418,G-706/P,Twitterbridge,Dulcea Sinton,BY MAIL,02 Sep 2022 03:19PM,17/10/22 00:33,,Manually,,SEBI/15878596/46,,"Laptop Sr. No. :,Place of Meeting: 6LG FLR",,NA
5.30E+11,Mumbai,Corporate,ISD1,Briney Meadowcroft,5843171555,B-004/P,Photolist,Orelie Seckington,AS PER NID,02 Nov 2022 05:33AM,,,,,SEBI/25906962/11,,"Laptop Sr. No. :,Place of Meeting: 4XG FLR",Vendor,NA
1.47E+11,Mumbai,,ISD1,Doria Clamo,5171508056,P-830/P,Yodel,Abbie Meaden,,03 Oct 2022 11:35AM,07/10/22 22:00,,Manually,,SEBI/15563727/32,,"Laptop Sr. No. :,Place of Meeting: 7RG FLR",Visitor,NA
4.59E+11,Mumbai,,PNS,Tyne Martinetto,5198806508,L-095/P,Zoomzone,Alexandre Creswell,,19 Oct 2022 12:16PM,,,,,SEBI/71790713/63,,"Laptop Sr. No. :,Place of Meeting: 9AH FLR",Visitor,NA
7.40E+11,Mumbai,Corporate,CFD,Sal Collough,5823080785,R-722/P,Oyoba,Hamlen Ellph,BY CALL,17 Sep 2022 11:37AM,24/03/22 01:59,,,,SEBI/07257498/99,,"Laptop Sr. No. :,Place of Meeting: 8MX FLR",Vendor,NA
8.96E+11,Mumbai,Corporate,GSD,Whitman MacIver,6251637609,H-067/P,Tazzy,Taddeusz Guisler,BY CALL,12 Sep 2022 12:29AM,,,,,SEBI/59259224/75,,"Laptop Sr. No. :,Place of Meeting: 0YK FLR",Vendor,NA
6.80E+11,Mumbai,Corporate,IDT,Adrianne Muffen,8518363101,K-855/P,Muxo,Ashby Casley,BY MAIL,25 Oct 2022 07:31PM,11/04/22 07:54,,Manually,,SEBI/68788495/31,,"Laptop Sr. No. :,Place of Meeting: 1WB FLR",Visitor,NA
7.89E+11,Mumbai,,MIRSD,Aldon Jeffress,6123308388,U-679/P,Brainlounge,Maritsa Josey,,19 Sep 2022 05:45AM,,,,,SEBI/68703255/77,,"Laptop Sr. No. :,Place of Meeting: 0TW FLR",Vendor,NA
2.62E+11,Mumbai,Corporate,ISD1,Naomi Woolbrook,1371008039,T-739/P,Talane,Moyra Olivi,BY CALL,15 Sep 2022 12:25PM,26/11/21 07:47,,Manually,,SEBI/86406349/64,,"Laptop Sr. No. :,Place of Meeting: 2PF FLR",Visitor,NA
2.72E+11,Mumbai,Corporate,OIAE,Daloris Parrington,6098884299,A-877/P,Roodel,Cedric Muzzlewhite,BY CALL,07 Sep 2022 06:49AM,,,,,SEBI/96308873/67,"""""","Laptop Sr. No. :,Place of Meeting: 1HZ FLR",Visitor,NA
6.60E+11,Mumbai,Corporate,LIB,Ruperto Macias,8312952830,C-477/P,Meembee,Ronnie Twidle,BY MAIL,11 Oct 2022 08:34AM,,,,,SEBI/78615353/92,,"Laptop Sr. No. :,Place of Meeting: 3EG FLR",,NA
6.69E+11,Mumbai,Corporate,IDT,Man Poad,4467279409,B-196/P,Skiba,Meg Vondracek,BY MAIL,06 Sep 2022 10:44AM,12/02/22 07:34,,,,SEBI/64482276/12,,"Laptop Sr. No. :,Place of Meeting: 1YE FLR",,NA
8.37E+11,Mumbai,Corporate,MIRSD,Orlan Hayzer,8159838781,U-891/P,Cogilith,Fonzie Ibbott,BY MAIL,15 Oct 2022 05:23PM,01/03/22 10:13,,Manually,,SEBI/22865655/93,,"Laptop Sr. No. :,Place of Meeting: 0IX FLR",,NA
6.91E+11,Mumbai,Corporate,OCH,Reinwald Moden,6064128936,X-728/P,Quatz,Iolande Stonehouse,BY MAIL,29 Sep 2022 08:55PM,31/05/22 18:50,,,,SEBI/09180421/53,,"Laptop Sr. No. :,Place of Meeting: 2KY FLR",,NA
7.86E+11,Mumbai,Corporate,OCH,Carmella Aucott,3687619972,X-953/P,Mudo,Almeria Lucken,BY MAIL,07 Oct 2022 04:46AM,07/08/22 11:07,,,,SEBI/36093181/92,,"Laptop Sr. No. :,Place of Meeting: 9YW FLR",,NA
4.59E+11,Mumbai,,FMD,Roderic Garforth,8792520818,L-794/P,Jayo,Ricki McGivena,,13 Oct 2022 02:32AM,26/08/22 20:06,,,,SEBI/91167904/62,,"Laptop Sr. No. :,Place of Meeting: 8FQ FLR",Vendor,NA
6.85E+11,Mumbai,Corporate,FMD,Lindsey Cricket,9551776017,D-128/P,Blogpad,Cecelia Keady,AS PER NID,17 Oct 2022 10:18PM,23/09/22 16:28,,,,SEBI/36723560/89,,"Laptop Sr. No. :,Place of Meeting: 9RK FLR",Visitor,NA
5.63E+11,Mumbai,Corporate,MIRSD,Carissa Scouse,8454654642,Y-863/P,Zoonder,Bordie Svanetti,BY MAIL,08 Oct 2022 01:46PM,19/07/22 13:53,,Manually,,SEBI/68410815/50,,"Laptop Sr. No. :,Place of Meeting: 1LR FLR",Vendor,NA
8.26E+11,Mumbai,Corporate,IVD,Clea Swanger,3917313301,I-635/P,Linktype,Parke Yakob,BY MAIL,17 Sep 2022 05:14AM,02/11/22 05:50,,Manually,,SEBI/96518867/98,,"Laptop Sr. No. :,Place of Meeting: 1LQ FLR",Visitor,NA
5.83E+11,Mumbai,Corporate,OIAE,Fern Hyslop,8283924109,A-964/P,Divanoodle,Stanislas D'eye,BY CALL,27 Oct 2022 10:52PM,26/11/21 21:42,,,,SEBI/03354829/40,,"Laptop Sr. No. :,Place of Meeting: 9DL FLR",Vendor,NA
9.25E+11,Mumbai,,OIAE,Allyn Faier,4089413142,Y-200/P,Camido,Erminie Berkowitz,,26 Oct 2022 09:57PM,,,,,SEBI/84683110/71,,"Laptop Sr. No. :,Place of Meeting: 2CX FLR",,NA
8.13E+11,Mumbai,,OCH,Betsy Middleton,2429255193,X-023/P,Youbridge,Letti Wandrich,,07 Oct 2022 10:12AM,04/11/21 20:09,,,,SEBI/79914991/06,,"Laptop Sr. No. :,Place of Meeting: 2KT FLR",Visitor,NA
5.88E+11,Mumbai,,MIRSD,Hunt Antonijevic,4256853784,O-848/P,Brainverse,Drucill Smedmore,,11 Sep 2022 11:51AM,07/06/22 22:57,,,,SEBI/28964279/59,,"Laptop Sr. No. :,Place of Meeting: 0ZX FLR",Vendor,NA
3.31E+11,Mumbai,,LIB,Foss Durgan,7091024588,S-038/P,Twimm,Twila O'Carney,,11 Sep 2022 12:20PM,08/12/22 19:19,,,,SEBI/25206574/76,,"Laptop Sr. No. :,Place of Meeting: 2MB FLR",Vendor,NA
1.55E+11,Mumbai,,FMD,Drucie Eckert,4187026663,I-768/P,Livetube,Fedora Linck,,10 Oct 2022 07:09AM,25/02/22 14:37,,Manually,,SEBI/33752040/03,,"Laptop Sr. No. :,Place of Meeting: 0TG FLR",Vendor,NA
4.18E+11,Mumbai,Corporate,FMD,Augie Thirtle,5195886000,Y-760/P,Pixonyx,Chere Gittoes,AS PER NID,04 Sep 2022 06:02PM,15/02/22 19:19,,,,SEBI/85902426/65,,"Laptop Sr. No. :,Place of Meeting: 8SW FLR",Vendor,NA
4.95E+11,Mumbai,Corporate,OIAE,Shepperd Robiou,4202892689,K-589/P,Browsedrive,Rene Vedeneev,BY CALL,03 Sep 2022 07:07PM,11/04/22 14:41,,,,SEBI/27195833/79,,"Laptop Sr. No. :,Place of Meeting: 2JI FLR",,NA
2.27E+11,Mumbai,Corporate,IVD,Logan Cracknall,9961561202,M-082/P,Edgeblab,Gabriella Kleinlerer,BY CALL,17 Oct 2022 05:51PM,,,Manually,,SEBI/82840509/69,,"Laptop Sr. No. :,Place of Meeting: 0XK FLR",Vendor,NA
7.55E+11,Mumbai,Corporate,ISD1,Alyda Darbey,2628357245,T-946/P,Devify,Jerald Mayston,AS PER NID,01 Nov 2022 08:56PM,11/09/22 20:11,,,,SEBI/07470396/50,,"Laptop Sr. No. :,Place of Meeting: 2LI FLR",Vendor,NA
9.05E+11,Mumbai,Corporate,LIB,Carl Castaneda,6425165046,P-306/P,Rhyzio,Corey Gamlyn,BY CALL,28 Sep 2022 11:20AM,,,,,SEBI/23668549/80,,"Laptop Sr. No. :,Place of Meeting: 7WW FLR",,NA
9.16E+11,Mumbai,Corporate,ISD1,Beulah Plevin,6403041046,I-364/P,DabZ,Sherline Sapey,AS PER NID,27 Sep 2022 04:49PM,08/04/22 16:42,,,,SEBI/30857884/12,,"Laptop Sr. No. :,Place of Meeting: 6DC FLR",Vendor,NA
1.70E+11,Mumbai,,IVD,Mikel Howchin,4573587926,D-414/P,Skinder,Mechelle McKendo,,14 Sep 2022 02:42AM,02/11/22 16:02,,,,SEBI/10347712/95,,"Laptop Sr. No. :,Place of Meeting: 2LT FLR",Visitor,NA
6.35E+11,Mumbai,Corporate,OCH,Ardella Argile,4659473122,T-050/P,Youfeed,Nolie Wavell,BY MAIL,14 Oct 2022 06:51PM,17/05/22 12:33,,,,SEBI/27916819/90,,"Laptop Sr. No. :,Place of Meeting: 5PN FLR",Vendor,NA
8.48E+11,Mumbai,,LIB,Ilsa Plesing,6913211500,I-787/P,Tekfly,Gussi Bog,,26 Sep 2022 08:25PM,,,,,SEBI/09792800/72,,"Laptop Sr. No. :,Place of Meeting: 4IM FLR",,NA
7.75E+11,Mumbai,Corporate,CFD,Cathyleen Woller,3481220349,J-507/P,Photolist,Miof mela Annatt,BY MAIL,04 Oct 2022 12:26AM,06/08/22 08:43,,,,SEBI/13257858/79,,"Laptop Sr. No. :,Place of Meeting: 0PW FLR",,NA
7.21E+11,Mumbai,Corporate,MIRSD,Paulie Cay,9311823617,Q-692/P,Gigazoom,Durward Tuck,BY MAIL,30 Sep 2022 03:31PM,22/02/22 18:41,,Manually,,SEBI/44625282/66,,"Laptop Sr. No. :,Place of Meeting: 1VM FLR",Vendor,NA
8.51E+11,Mumbai,Corporate,MIRSD,Raimondo Nelsen,3714968506,A-110/P,Riffpath,Aggie Melville,BY MAIL,09 Sep 2022 09:48AM,11/11/21 17:48,,,,SEBI/71678648/80,,"Laptop Sr. No. :,Place of Meeting: 0QO FLR",Visitor,NA
8.67E+11,Mumbai,Corporate,GSD,Marigold Speariett,2614875374,C-991/P,Skippad,Riordan Beranek,BY CALL,10 Sep 2022 05:21AM,,,,,SEBI/87795740/34,,"Laptop Sr. No. :,Place of Meeting: 7NO FLR",,NA
3.90E+11,Mumbai,Corporate,ISD1,Derward Kernar,9783944161,X-304/P,Kwimbee,Bobbee Sansum,AS PER NID,26 Oct 2022 09:37AM,,,Manually,,SEBI/20193284/35,,"Laptop Sr. No. :,Place of Meeting: 7KP FLR",Vendor,NA
2.71E+11,Mumbai,Corporate,LIB,Rosita Ballchin,7784620317,M-055/P,Livefish,Adora Pummell,BY MAIL,15 Oct 2022 07:41PM,09/01/22 11:39,,,,SEBI/08264255/11,,"Laptop Sr. No. :,Place of Meeting: 0EG FLR",Vendor,NA
4.87E+11,Mumbai,Corporate,OCH,Erhard Skippings,7366358684,O-191/P,Realbuzz,Aridatha Cluney,BY CALL,22 Oct 2022 07:14AM,04/02/22 11:50,,,,SEBI/76033742/77,,"Laptop Sr. No. :,Place of Meeting: 3OU FLR",Visitor,NA
7.24E+11,Mumbai,,ISD1,Claudio Ennion,2674247816,P-829/P,Youtags,Ari Fermin,,28 Oct 2022 04:27PM,22/05/22 16:43,,,,SEBI/35616140/22,,"Laptop Sr. No. :,Place of Meeting: 3KS FLR",Visitor,NA
5.82E+11,Mumbai,Corporate,OCH,Vladimir Raisher,3109437304,C-589/P,Meeveo,Hallsy Wasmer,AS PER NID,06 Sep 2022 10:32PM,03/04/22 20:22,,,,SEBI/54692413/22,,"Laptop Sr. No. :,Place of Meeting: 2CI FLR",Visitor,NA
7.23E+11,Mumbai,Corporate,IVD,Krysta Bufton,1079172501,Q-873/P,Kamba,Puff Cowhig,BY CALL,15 Sep 2022 12:24AM,10/04/22 15:56,,,,SEBI/05688277/07,,"Laptop Sr. No. :,Place of Meeting: 6GI FLR",Visitor,NA
7.98E+11,Mumbai,Corporate,IVD,Adriana Ovell,2727155391,X-878/P,Dablist,Corny Longhurst,AS PER NID,11 Oct 2022 09:52PM,,,Manually,,SEBI/77747384/32,,"Laptop Sr. No. :,Place of Meeting: 8UZ FLR",Visitor,NA
3.61E+11,Mumbai,Corporate,PNS,Tanney Dimmack,2214848971,V-324/P,Jamia,Daisy Greenard,AS PER NID,16 Oct 2022 06:59AM,02/03/22 03:42,,,,SEBI/01815967/21,,"Laptop Sr. No. :,Place of Meeting: 9SN FLR",Vendor,NA
5.58E+11,Mumbai,Corporate,OCH,Sharla Skechley,7644439182,F-400/P,Voonte,Ines Waskett,BY CALL,05 Sep 2022 03:49AM,04/04/22 04:11,,,,SEBI/84480320/98,,"Laptop Sr. No. :,Place of Meeting: 7XJ FLR",,NA
6.52E+11,Mumbai,Corporate,OIAE,Delainey Puckinghorne,3558071498,T-654/P,Twinte,Theodosia Moiser,AS PER NID,08 Sep 2022 02:57AM,,,Manually,,SEBI/56275070/67,,"Laptop Sr. No. :,Place of Meeting: 3JN FLR",Visitor,NA
8.35E+11,Mumbai,Corporate,MIRSD,Moreen Stolli,3649288953,X-249/P,Lazz,Pernell Easton,BY MAIL,12 Sep 2022 11:01AM,10/01/22 03:02,,,,SEBI/79694519/69,,"Laptop Sr. No. :,Place of Meeting: 0VF FLR",,NA
8.43E+11,Mumbai,,LIB,Robinett Checci,8428858496,N-756/P,Oyoyo,Ellerey Emney,,16 Sep 2022 06:42AM,,,,,SEBI/85027252/99,,"Laptop Sr. No. :,Place of Meeting: 6IU FLR",,NA
3.69E+11,Mumbai,Corporate,FMD,Silvan Augustine,3075570083,Z-830/P,LiveZ,Adrien Dotson,AS PER NID,06 Oct 2022 02:56AM,24/11/22 07:05,,,,SEBI/22368733/74,,"Laptop Sr. No. :,Place of Meeting: 9UE FLR",,NA
4.07E+11,Mumbai,Corporate,GSD,Rodrick Skirlin,3806981743,I-149/P,Kwilith,Hedvig Ripper,BY MAIL,23 Sep 2022 04:04AM,26/12/22 08:35,,Manually,,SEBI/85241092/61,"""""","Laptop Sr. No. :,Place of Meeting: 9NX FLR",Vendor,NA
7.70E+11,Mumbai,,PNS,Joli McAvaddy,3292126526,R-386/P,Thoughtstorm,Cathlene Drake,,30 Sep 2022 02:54PM,,,Manually,,SEBI/88069035/66,,"Laptop Sr. No. :,Place of Meeting: 2SB FLR",Visitor,NA
7.06E+11,Mumbai,Corporate,LIB,Brendan Clelle,4088111428,Y-262/P,Demizz,Ursala Paradise,BY MAIL,08 Sep 2022 10:12AM,03/09/22 05:32,,,,SEBI/54198856/35,,"Laptop Sr. No. :,Place of Meeting: 9PC FLR",,NA
7.32E+11,Mumbai,Corporate,PNS,Ardra Ciric,4347297336,C-392/P,Feedfish,Salaidh Mammatt,AS PER NID,22 Sep 2022 05:18AM,,,Manually,,SEBI/09337777/71,,"Laptop Sr. No. :,Place of Meeting: 9JD FLR",Vendor,NA
